course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_score_mean,gem_score_median,gem_score_mode,gem_score_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_score,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2023
ANTHRO 1827,Introduction to Social Medicine Methods and Practice 001,Zeve,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=08348c30cad5025e1a94c8da279815a36ae229452e721d65905e353195e3bb5f2f1925c830d790e7ef8eb87d9c02a829&ReportType=2&regl=en-US,FAS-220763-2228-1-1-001,FAS-220763-2228-1-1-001(Zeve),13.0,15.0,4.58,5.0,5.0,0.6371495868001453,4.75,5.0,5.0,0.590587896150757,4.45,4.0,3.0,1.44,4.58,5.0,5.0,0.67,0.8006666666666666,0.8534999999999999,0.882,0.1626368060024134,0.0,0.0,0.0,0.0,"If you are looking to take a class to explore a new topic, this is the one for you. Social medicine is a fascinating field that has something for everybody. This class ensures that you will explore social medicine for all that it is. The readings aren't too much and the classes are super interesting. I definitely recommend taking this course.",0.936,,0.0,,0.0,,,,,,,,,
ANTHRO 1906,Care in Critical Times 001,Wright,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d08997cd1c8a9780059508dac7c11ae9038e5074646ce6c86e8337307ccb9ab1b9ad237a8b95f66c83ecd68dca108088&ReportType=2&regl=en-US,FAS-216164-2228-1-1-001,FAS-216164-2228-1-1-001(Wright),10.0,12.0,3.89,4.0,4.0,0.9988655696858586,4.22,4.0,5.0,0.789672569132238,6.67,7.0,10.0,2.65,3.89,4.0,4.0,1.05,0.6491333333333333,0.9733,0.9741,0.5621660994166523,0.0,0.0,0.0,0.0,"This course – in its current form – tries to do too much, resulting in a somewhat scattered and unfocused result. There are a lot of readings assigned each week (too many to cover in class), discussions are not super effective (the class tries to be more student–led but ends up lacking direction), and a lot of small assignments throughout the course (care journals, audio explorations) that are supposed to help you with your engaged project but end up feeling more like busywork. Although I really enjoyed my engaged project, it is a fairly self–directed and rarely discussed in class. The course itself is not challenging, but be prepared to dedicate at least a few hours to a service project over the semester. The instructors are caring and well–meaning and open to feedback – there might be some changes by next year!",0.9741,,0.0,,0.0,,,,,,,,,
ANTHRO 1954,California: Histories of the Future at the Technological Frontier 001,Jabloner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f4d1e4aa7604f3d89d84040ab1cbcafa8c8302d29ac4e183b49fb409f0bf3dba4e7a7efa34c7dd0da55a96b230b7724d&ReportType=2&regl=en-US,FAS-220764-2228-1-1-001,FAS-220764-2228-1-1-001(Jabloner),10.0,12.0,4.8,5.0,5.0,0.4020151261036848,4.8,5.0,5.0,0.4020151261036848,3.7,4.0,5.0,1.42,4.8,5.0,5.0,0.42,0.6729833333333334,0.89085,0.9831,0.4356285914246982,0.0,0.0,0.0,0.0,"Definitely take this class if you are at all interested in the topic. Professor Jabloner is also a fantastic lecturer.  The reading list is so awesome and the assignments are very manageable— they really allow you to be creative about what you take away from the class and how you shape your learning. The best part is that it's designed to be very interdisciplinary, so the other students in the class come from so many different disciplines and have so many different takes on the material. Take this class if you want to think creatively with other students who are also enthusiastic about the material!",0.9831,Take this class if you're looking for an interesting seminar on California. Just be aware that you will spend a lot of time discussing the faults of capitalism.,-0.1027,,0.0,,,,,,,,,
ANTHRO 2080R,Zooarchaeology: Seminar 001,Price,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=913a87e438c90d25c6d67d1b4b569e7dea555856c657e21d450f6d64b9b518426242b8e7ee3ee4b6fad52e8ab768b77a&ReportType=2&regl=en-US,FAS-116063-2228-1-1-001,FAS-116063-2228-1-1-001(Price),5.0,7.0,4.4,4.0,4.0,0.4923659639173309,4.6,5.0,5.0,0.4923659639173309,9.8,8.0,15.0,4.87,4.0,4.0,3.0,1.0,0.2263,0.2263,0.2263,-1.0,0.0,0.0,0.0,-1.0,"Be prepared to spend a lot of time in the lab, studying for the first half of the semester or so and then coding bones for the final.",0.2263,,0.0,,0.0,,,,,,,,,
ANTHRO 2250A,Proseminar in Archaeology 001,Hlubik,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a78954c27bc2370b4ccbe775b59ad698074135a0948fa8e99aa572a6608129299dfee8b8a167887e63e93514485bc393&ReportType=2&regl=en-US,FAS-125614-2228-1-1-001,FAS-125614-2228-1-1-001(Hlubik),6.0,6.0,4.33,4.0,4.0,0.4725815626252608,4.83,5.0,5.0,0.3775251680686369,8.67,8.0,8.0,3.56,4.33,4.0,4.0,0.52,0.8023,0.8023,0.8023,-1.0,0.0,0.0,0.0,-1.0,"The class isn't necessarily difficult, but there are a lot of readings each week, so it will take up a lot of time if you take longer with readings. But you cover a lot of information, which is great.",0.8023,,0.0,,0.0,,,,,,,,,
ANTHRO 2656,Introduction to Feminist Science Studies 001,Jabloner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=29a6d4252bdf30851942303502e8d68c8cbcc1173bf4f53c9f206ffc7b76c8550ffa9af385c492863d986a6c0ade8ded&ReportType=2&regl=en-US,FAS-218183-2228-1-1-001,FAS-218183-2228-1-1-001(Jabloner),12.0,15.0,4.27,5.0,5.0,0.9648363026488436,4.45,5.0,5.0,0.9890307468333924,4.36,4.0,4.0,1.63,4.36,5.0,5.0,0.92,0.756275,0.7972,0.6908,0.2026998608076201,0.0,0.0,0.0,0.0,"This is an excellent course that I would recommend with enthusiasm to any student.  I learned so much from this course in the well–chosen readings, and appreciated being in class with a mix of undergraduate and graduate student. Anna is a great, kind, thoughtful, knowledgeable instructor who made the experience great and I feel like I learned so much from this course. For future students, I would remain open to the experience and allow for your thinking to be challenged.",0.9828,,0.0,,0.0,,,,,,,,,
ANTHRO 3626,Research Design/Proposal Writing 001,Coleman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2371865410aa37a2ef95f830a3bc1220276480457a0e65ea3712f81bcef499577e13e36d46cabecddae50b4fe7e5e2bc&ReportType=2&regl=en-US,FAS-116522-2228-1-1-001,FAS-116522-2228-1-1-001(Coleman),5.0,5.0,4.8,5.0,5.0,0.4020151261036848,4.8,5.0,5.0,0.4020151261036848,7.5,7.5,10.0,2.38,5.0,5.0,5.0,0.0,0.6808,0.6808,0.6808,-1.0,0.0,0.0,0.0,-1.0,"Really developed my project (not only in terms of framing, but the content of the project itself), and got to do this in a supportive environment. I also learned a lot about how to have conversations about my own work and others' work, and how to do it in ways that are fruitful and supportive.",0.6808,,0.0,,0.0,116522,Graduate Course,Anthropology,Anthropology,,Social Sciences,,Seminar,Research Design/Proposal Writing
APCOMP 207,Systems Development for Computational Science 001,Wermelinger,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8fb6865ba29feb9f03b777585a57ec1f46915a656e2d73382a5f3a93651586ec68cb495965f95b9034af52b95fd48ce9&ReportType=2&regl=en-US,FAS-128105-2228-1-1-001,FAS-128105-2228-1-1-001(Wermelinger),155.0,230.0,3.45,4.0,4.0,1.2330056894852637,3.87,4.0,5.0,1.1579762911688178,10.17,10.0,10.0,4.79,3.45,4.0,4.0,1.27,0.4111231884057971,0.5859,0.4019,0.5041620596549952,-0.0217391304347826,0.0,0.0,0.1027125704223302,"You need to have a decent foundation in Python before taking the class.  Knowing how to use your terminal, shell scripting, and Git is helpful for the first couple weeks but I didn't and I ended up totally fine; it will seem like a lot at first but don't get discouraged and after a couple weeks you'll catch on and have learned so much.  Hands down one of the classes with material most applicable to jobs in swe and data science.  Highly recommend you will learn a ton and Fabian is really smart and super active on Ed to answer questions",0.9811,"This is a far too practical class. Only take it if you really need to learn about Python and how to use Git quickly (for a summer job or such). I would only recommend this class to Graduate students, not because it is hard, but because it is not useful to undergrads. Spend your time learning theory: this class spends too long on specific syntax that will change year over year. The quizzes are torture, the participation grading is competitive (as is grading overall), and the content is all over the place.",-0.782,,0.0,128105,Primarily for Graduate Students,Applied Computation,Applied Computation,,Science & Engineering & Applied Science,,Lecture,Systems Development for Computational Science
APCOMP 209A,Data Science 1: Introduction to Data Science 001,Pillai,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d8b887f585b48e5d875956cd235f872124547cc0fcd7b7ef5e4b8fcd17c3b528433738bad9d0aca04884875c88295ff4&ReportType=2&regl=en-US,FAS-109898-2228-1-1-001,FAS-109898-2228-1-1-001(Pillai),211.0,304.0,3.94,4.0,4.0,1.03751416547648,4.07,4.0,5.0,1.1271467069690295,10.18,10.0,10.0,4.67,3.9,4.0,4.0,1.02,0.52877,0.7069000000000001,0.0,0.4507258472663171,0.0,0.0,0.0,0.0,"This advice goes particularly to students who are not CS/AM/STEM and have not had previous experience with coding. I came into this class as an Economics concentrator, without ever having taken CS50 (admittedly because I was scared of computers), and only a brief encounter with using python and pandas for a network analysis. I had a lot of experience with economic research in R, and the PhD student I worked for recommended CS109 as one of the most useful classes he had done in his doctoral degree (also hadn't learnt python before). I came in scared that I wouldn't have the background to succeed, but sticking with this class was THE BEST DECISION I made. If you don't have much experience with coding, use HW0 as an opportunity to learn. It's very comprehensive, if you find a friend who can also help you understand the concepts and you use the Data Science Bedrock materials Pavlos provides, you'll learn Python really quickly. By the end of the class, I felt extremely proficient in my coding abilities, could complete all the homeworks quickly and without any problems, and honestly am super grateful that I had the opportunity to practice so much coding in college. The material I learnt was also extremely helpful for other classes, such as Ec 1126, and it helped me develop hard skills which I later plan to use for research/jobs.I left this class now in Am/Ec and considering a secondary in CS because there are simply too many other courses I want to take. This was a great introduction to data science and I highly recommend anyone who wants more experience with handling data to take this course. If you're not super comfortable with coding, just make sure you are willing to put in the hours (particularly in the beginning) and you'll do fine.",0.9969,"Don't take this class. This class takes lots of time, not because the material is difficult but because of busywork.  Professors aren't interested in teaching, class is 100+ students, Ed crashes all the time, online quizes don't work, assignment grading has no actual feedback... many problems with this course. It's much better to watch external online videos and learn by doing. The amount of work/learning ratio is really really low for this course.",-0.8639,,0.0,109898,Primarily for Graduate Students,Applied Computation,Applied Computation,Yes,Science & Engineering & Applied Science,,Lecture,Data Science 1: Introduction to Data Science
APCOMP 209A,Data Science 1: Introduction to Data Science 001,Protopapas,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a7b36bdbe2b1c55833ce1d11877c08fa31b7a7685482018161ec6410fec638a57e0af4fab6f76d5818dc2a003ee3a034&ReportType=2&regl=en-US,FAS-109898-2228-1-1-001,FAS-109898-2228-1-1-001(Protopapas),211.0,304.0,3.94,4.0,4.0,1.03751416547648,4.4,5.0,5.0,0.8927652003580209,10.18,10.0,10.0,4.67,3.9,4.0,4.0,1.02,0.52877,0.7069000000000001,0.0,0.4507258472663171,0.0,0.0,0.0,0.0,"This advice goes particularly to students who are not CS/AM/STEM and have not had previous experience with coding. I came into this class as an Economics concentrator, without ever having taken CS50 (admittedly because I was scared of computers), and only a brief encounter with using python and pandas for a network analysis. I had a lot of experience with economic research in R, and the PhD student I worked for recommended CS109 as one of the most useful classes he had done in his doctoral degree (also hadn't learnt python before). I came in scared that I wouldn't have the background to succeed, but sticking with this class was THE BEST DECISION I made. If you don't have much experience with coding, use HW0 as an opportunity to learn. It's very comprehensive, if you find a friend who can also help you understand the concepts and you use the Data Science Bedrock materials Pavlos provides, you'll learn Python really quickly. By the end of the class, I felt extremely proficient in my coding abilities, could complete all the homeworks quickly and without any problems, and honestly am super grateful that I had the opportunity to practice so much coding in college. The material I learnt was also extremely helpful for other classes, such as Ec 1126, and it helped me develop hard skills which I later plan to use for research/jobs.I left this class now in Am/Ec and considering a secondary in CS because there are simply too many other courses I want to take. This was a great introduction to data science and I highly recommend anyone who wants more experience with handling data to take this course. If you're not super comfortable with coding, just make sure you are willing to put in the hours (particularly in the beginning) and you'll do fine.",0.9969,"Don't take this class. This class takes lots of time, not because the material is difficult but because of busywork.  Professors aren't interested in teaching, class is 100+ students, Ed crashes all the time, online quizes don't work, assignment grading has no actual feedback... many problems with this course. It's much better to watch external online videos and learn by doing. The amount of work/learning ratio is really really low for this course.",-0.8639,,0.0,109898,Primarily for Graduate Students,Applied Computation,Applied Computation,Yes,Science & Engineering & Applied Science,,Lecture,Data Science 1: Introduction to Data Science
APCOMP 297R,Computational Science and Engineering Capstone Project 001,Pan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a16f0f6ed2af60f4ffd4582929873ca4fdf9f615258cee9daa8a5263ba27d42a834fcba864dae8bd6b8712ac6fcbae8d&ReportType=2&regl=en-US,FAS-156202-2228-1-1-001,FAS-156202-2228-1-1-001(Pan),36.0,66.0,4.27,5.0,5.0,0.9648363026488436,4.74,5.0,5.0,0.5573204290227127,8.55,8.0,10.0,3.81,4.16,4.0,5.0,0.86,0.42892,0.6588,-0.0183,0.356733089297867,0.0,0.0,0.0,0.0,"Not a big fan of the available projects, but overall the class was great",0.7326,You get what you put into this class; it depends on who you choose to work with for capstone which can either make it a very positive or negative experience,-0.0183,,0.0,156202,Primarily for Graduate Students,Applied Computation,Applied Computation,,Science & Engineering & Applied Science,,Seminar,Computational Science and Engineering Capstone Project
