course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2024
ANTHRO 1130,Archaeology of Harvard Yard 001,Loren,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=34b52cfdde67c54a1f72f448d378e2450457825930516023891c69398d589e8ceba3b81aa6f47ccdb0fca58bf0c6d0f4&ReportType=2&regl=en-US,FAS-121141-2238-1-1-001,FAS-121141-2238-1-1-001(Loren),10.0,14.0,4.8,5.0,5.0,0.4020151261036848,5.0,5.0,5.0,0.0,3.25,3.0,3.0,1.28,4.7,5.0,5.0,0.48,0.86732,0.9128,0.976,0.1264226522423888,0.0,0.0,0.0,0.0,"This is an amazing course.  This class affords the incredible opportunity to excavate on campus and develop archaeological skills needed for excavating, record–keeping, identifying artifacts, and understanding them through the lens of historical archaeology. You learn to engage more meaningfully with Harvard's history, and have the chance to actively contribute to our understanding of it via our findings. We also share our conclusions with the public thanks to public archaeology initiatives. Don't worry that this is a two–semester course; I am so excited to come back next semester to analyze and interpret what we have found. Trish (Dr. Capone) and Diana (Dr. Loren) and our TF Veronica are all incredible instructors, and are so passionate and understanding.",0.9783,,0.0,,0.0,,,,,,,,,
ANTHRO 1610,Ethnographic Research Methods 001,Fierman,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=90bee8daa3bfe165573c482f00c6d501f90128391cd11fbeebbc943bfdbbb1a444d7cd001ba9818d216c9ddece8d8f8f&ReportType=2&regl=en-US,FAS-119379-2238-1-1-001,FAS-119379-2238-1-1-001(Fierman),20.0,27.0,4.39,4.5,5.0,0.7756391955130695,4.81,5.0,5.0,0.3942772444036626,4.94,4.0,4.0,2.97,4.11,4.0,4.0,0.9,0.89275,0.91745,0.9421,0.1098386847457063,0.0,0.0,0.0,0.0,"This is an amazing class! It was my first anthropology class at Harvard, so I would recommend it to everyone who are interested in anthropology and would like to learn more about the field. The readings are definitely not short, but they are all super interesting and are chosen very wisely so that you can build on the knowledge you learn earlier in the semester. There are a lot of full circle moments in the class, and if you put enough effort and time (going to class, lectures, section, and be on top of the readings), I definitely believe that it is one of the classes that change one’s perspective about the world, human life, and meaning. Also, Dr. Fierman is the best. She is very supportive and approachable, and I would recommend to go to her office hours!! Ashwin is a great TF and very supportive. I only have good things to say about this class, and please take it!!!",0.9956,,0.0,,0.0,119379,For Undergraduate and Graduate Students,Anthropology,Anthropology,,Social Sciences,,Seminar,Ethnographic Research Methods
ANTHRO 1698,Anthropology of Death and Immortality 001,Bernstein,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=53a8c24ac8b317ec5626c8a91f05283098edb617b4fdd6152fc2f1aa48d7128f10a67f62b12176b5d78da36003fafd55&ReportType=2&regl=en-US,FAS-109571-2238-1-1-001,FAS-109571-2238-1-1-001(Bernstein),18.0,25.0,3.6,4.0,3.0,1.1591222353296669,3.77,4.0,3.0,1.2045060727976045,4.0,4.0,5.0,1.57,3.64,4.0,3.0,1.22,0.4761666666666667,0.5906,0.5563,0.6111631882457145,0.0,0.0,0.0,0.0,"This is a really interesting course! Professor Bernstein is certainly a really brilliant person, though definitely quiet and a bit hard to reach via email, especially if you are an undergraduate :(. If you are looking for an intro anthropology course, or simply are fascinated by death the various roles it plays across the world and time, this is a perfect class for that. I found the students in my class to be incredibly motivated, and many had experience in the field, so it was great hearing them discuss. It's definitely a pretty easy class –– it is possible to get by the class by skimming the readings and vaguely participating in the conversations. There are two papers, but the topics are closely aligned to what we do in class, so they are not challenging if you keep up. With that being said, you get out of the course what you put in it, as with many other gems. The readings are super interesting, I found it to be philosophically and existentially satisfying in many ways, so definitely take this class if that's what you are looking for!",0.9872,"The topics of this class is great, but the execution of it was poor. Professor Bernstein appeared stressed the entire semester and since she let student led discussion take up most of the class, I did not feel that she contributed much at all to the experience. Most of my learning came from the readings and student led discussion, however these learnings were minimal. As someone who has taken many classes in religion/ the humanities, this might be been the most poorly executed humanities class I have taken.",-0.6908,,0.0,109571,For Undergraduate and Graduate Students,Anthropology,Anthropology,,Social Sciences,,Seminar,Anthropology of Death and Immortality
ANTHRO 1781,"What Is Latin America? Politics, Culture, Identity 001",Fierman,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4eef95d6f28a52a6764b7983204cb79f660f5dce69a7c59a371516d63821f2a649985a88474e4939133ae4640c63ac81&ReportType=2&regl=en-US,FAS-218707-2238-1-1-001,FAS-218707-2238-1-1-001(Fierman),6.0,10.0,4.67,5.0,5.0,0.4725815626252608,4.67,5.0,5.0,0.4725815626252608,7.17,5.0,5.0,6.37,4.5,5.0,5.0,0.84,0.5564666666666667,0.4404,0.4019,0.2351645452302139,0.0,0.0,0.0,0.0,It's great for people from a variety of backgrounds and Julia's a fantastic lecturer.,0.8271,,0.0,,0.0,218707,For Undergraduate and Graduate Students,Anthropology,Anthropology,,Social Sciences,,Seminar,"What Is Latin America? Politics, Culture, Identity"
ANTHRO 1936,Anthropology of Religion 001,Bernstein,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2ead530a73717dbd8ca12d8ca22e117cd01aa067530578e73fab67fe72c1fee397d98c6bb0f67eb3e2070587643ac7db&ReportType=2&regl=en-US,FAS-109570-2238-1-1-001,FAS-109570-2238-1-1-001(Bernstein),7.0,12.0,4.0,4.0,4.0,1.1009637651263606,4.0,4.0,3.0,0.8989331499509894,4.0,4.0,6.0,1.83,3.6,3.0,3.0,0.89,0.7092,0.836,0.9516,0.3249189437382806,0.0,0.0,0.0,0.0,"pros:– great variety of topics in religion and a focus in the beginning especially on theoretical frameworks to understand religions– many readings that allowed me to branch off in interests– professor Bernstein + our TF Majid Dohan are great people to talk to one–on–one with interests on the course. cons:– week to week, readings sometimes felt a little dense and tough until they were broken down later in the class.– lectures sometimes left me still unsure of some of the main points of core theorists, especially towards the beginning half of the course. Secularization in particular was a bit confusing, and required me to re–read and re–engage with the material a couple times before I could confidently apply it in the later parts of the course and in my essays.– while I appreciated the open–endedness of the assignment prompts for the final research paper, I wished we had more guidance on example prompts or even just the type of paper and scope of argumentation that was desired from the first two smaller papers. – while this may not be a fault of the course heads themselves, encouraging student participation and motivation during discussion–related aspects of the course was tough. It was unclear to me whether this was out of lack of understanding the material, lack of comfort in the discussion space, or lack of piqued interest.",0.9516,,0.0,,0.0,,,,,,,,,
ANTHRO 2070,Archaeological Method and Theory: Seminar 001,Clark,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=698767b1087aa44033d4399b45f574b9bc074bca797380f39176276ff93d47df285b78d4a3c54c369990ddcf5aeec833&ReportType=2&regl=en-US,FAS-120489-2238-1-1-001,FAS-120489-2238-1-1-001(Clark),6.0,7.0,4.8,5.0,5.0,0.4020151261036848,5.0,5.0,5.0,0.0,17.0,10.0,10.0,11.05,4.6,5.0,5.0,0.55,0.5623333333333334,0.8093,0.0,0.4881943499604776,0.0,0.0,0.0,0.0,I would highly recommend this course to future students. The readings are interesting and will help them to better understand the theory.,0.8777,,0.0,,0.0,,,,,,,,,
ANTHRO 2070,Archaeological Method and Theory: Seminar 001,Liebmann,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2a4a04015ae705f2fd7b2c0a9ff7a6323b29b3f386130e2ca57660edf2c32b60311d8a9430af9ddd4d4a715c68f6d0a0&ReportType=2&regl=en-US,FAS-120489-2238-1-1-001,FAS-120489-2238-1-1-001(Liebmann),6.0,7.0,4.8,5.0,5.0,0.4020151261036848,4.75,5.0,5.0,0.4351941398892446,17.0,10.0,10.0,11.05,4.6,5.0,5.0,0.55,0.5623333333333334,0.8093,0.0,0.4881943499604776,0.0,0.0,0.0,0.0,I would highly recommend this course to future students. The readings are interesting and will help them to better understand the theory.,0.8777,,0.0,,0.0,,,,,,,,,
ANTHRO 2301,"The Past Matters: Cultural Policies, Heritage Education, and Community Engagement. 001",Cusicanqui Marsano,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=086de8c59f4e8a5c7de0e10ea63034b17051f539a80f0665305e5a84bdeb2e1473dbbd428c761525bf01066bfec9b8c8&ReportType=2&regl=en-US,FAS-222183-2238-1-1-001,FAS-222183-2238-1-1-001(Cusicanqui Marsano),6.0,7.0,4.4,5.0,5.0,0.8040302522073697,4.8,5.0,5.0,0.4020151261036848,4.6,4.0,4.0,3.13,4.6,5.0,5.0,0.55,0.9701,0.9701,0.9701,-1.0,0.0,0.0,0.0,-1.0,"The class is great, but it is very discussion based. You really need to read the readings (and there are a bunch) to participate effectively every week. But readings aside, Sol is wonderful and fosters a great learning environment. The guest speakers were always a highlight and we often had snacks in class!",0.9701,,0.0,,0.0,,,,,,,,,
ANTHRO 2797,Theory and Practice of Social Medicine 001,Becerra,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4d4d16fc0a77ec8c973e63f202aeee26817612ec291f29441e32d5da1db89bf46cb0820e2a6645dc0bbf5e2e399d2a3a&ReportType=2&regl=en-US,FAS-218184-2238-1-1-001,FAS-218184-2238-1-1-001(Becerra),11.0,14.0,4.55,5.0,5.0,0.5,4.63,5.0,5.0,0.7066865929066855,7.73,8.0,8.0,2.97,4.82,5.0,5.0,0.4,0.84346,0.886,0.8918,0.0870888798871589,0.0,0.0,0.0,0.0,This is one of the best med anthro classes you'll ever take (or even more generally if you're interested in medical humanities/social sciences at all you should take this class)!! The faculty are INCREDIBLE and are so personable and accessible and make this class so fun. It is a lot of reading so be prepared for that but it is so worth it as everything was incredibly interesting and we had the coolest discussions all semester.,0.9379,,0.0,,0.0,,,,,,,,,
ANTHRO 2797,Theory and Practice of Social Medicine 001,Jones,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=aa3ea99e7df958d0a78e918d7ef01a6143e672663def37aee28e12d3a5eaa49c7427b08616dd850cc5cf0a0f38c9d1a0&ReportType=2&regl=en-US,FAS-218184-2238-1-1-001,FAS-218184-2238-1-1-001(Jones),11.0,14.0,4.55,5.0,5.0,0.5,4.88,5.0,5.0,0.3365521159236311,7.73,8.0,8.0,2.97,4.82,5.0,5.0,0.4,0.84346,0.886,0.8918,0.0870888798871589,0.0,0.0,0.0,0.0,This is one of the best med anthro classes you'll ever take (or even more generally if you're interested in medical humanities/social sciences at all you should take this class)!! The faculty are INCREDIBLE and are so personable and accessible and make this class so fun. It is a lot of reading so be prepared for that but it is so worth it as everything was incredibly interesting and we had the coolest discussions all semester.,0.9379,,0.0,,0.0,,,,,,,,,
ANTHRO 2797,Theory and Practice of Social Medicine 001,Keshavjee,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=420cc578bf5866a97a8c7b579fbfdfe11e46b121cea58957a37e8b5553e5e75a8487c67d1812aa305d77dfd728b1466f&ReportType=2&regl=en-US,FAS-218184-2238-1-1-001,FAS-218184-2238-1-1-001(Keshavjee),11.0,14.0,4.55,5.0,5.0,0.5,4.44,5.0,5.0,0.6871842709362768,7.73,8.0,8.0,2.97,4.82,5.0,5.0,0.4,0.84346,0.886,0.8918,0.0870888798871589,0.0,0.0,0.0,0.0,This is one of the best med anthro classes you'll ever take (or even more generally if you're interested in medical humanities/social sciences at all you should take this class)!! The faculty are INCREDIBLE and are so personable and accessible and make this class so fun. It is a lot of reading so be prepared for that but it is so worth it as everything was incredibly interesting and we had the coolest discussions all semester.,0.9379,,0.0,,0.0,,,,,,,,,
ANTHRO 2797,Theory and Practice of Social Medicine 001,Zeve,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=432c06dc4aa931e0695982b12f49df3c8d1a3986a9d894302aed857082eed995d726d0c3886aa75c005e247a08f5b4fa&ReportType=2&regl=en-US,FAS-218184-2238-1-1-001,FAS-218184-2238-1-1-001(Zeve),11.0,14.0,4.55,5.0,5.0,0.5,4.75,5.0,5.0,0.4351941398892446,7.73,8.0,8.0,2.97,4.82,5.0,5.0,0.4,0.84346,0.886,0.8918,0.0870888798871589,0.0,0.0,0.0,0.0,This is one of the best med anthro classes you'll ever take (or even more generally if you're interested in medical humanities/social sciences at all you should take this class)!! The faculty are INCREDIBLE and are so personable and accessible and make this class so fun. It is a lot of reading so be prepared for that but it is so worth it as everything was incredibly interesting and we had the coolest discussions all semester.,0.9379,,0.0,,0.0,,,,,,,,,
APCOMP 207,Systems Development for Computational Science 001,Becker Troncoso,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=873b816d891d37985066602c4dc30be394ff26eebdb9b8d7237c8b114d8872e075f5c7f5dbc27da76fb80426e461c610&ReportType=2&regl=en-US,FAS-128105-2238-1-1-001,FAS-128105-2238-1-1-001(Becker Troncoso),126.0,171.0,1.94,2.0,1.0,1.0118489926063,2.31,2.0,1.0,1.3095233809094493,8.88,8.0,10.0,5.32,2.23,2.0,1.0,1.13,0.1731583333333333,0.2386,0.4019,0.5882230966894051,0.0,0.0,0.0,0.0,"The good things: by far one of the most useful classes to take at Harvard. Independent of programming level, I feel like you learn SO MANY SKILLS that are simply so useful regardless of whether you want to do SWE or not. If any of your work remotely involves computers/coding/collaboration, it's so helpful to take this to learn git, learn how to systematize your files, it's been so helpful for research. Also the content is genuinely super interesting and I felt like the labs kind of forced you to engage with every part of the syllabus, so you genuinely become a much better coder.The bad things: this class is the biggest mess I've ever seen at Harvard. I didn't even know courses got to this level of disorganization, and I feel like that becomes even more painful in a class where your work *actually* counts a lot for your grade. Little to no feedback on HWs, it took like 2 months to have some type of schedule defined, project was completely chaotic and we got no feedback up to the final milestone. Very different to 109a/b for example, where it's much more structured. I think the staff is aware and I can imagine they make this better in future years, and I really hope they do, because the class is great and Ignacio is an amazing professor!",0.9863,"Materials but only materials are good. Other than materials, everything is messed up:1.A lot of important materials covered in previous years are not covered this year;2.So much confusion about deadlines, grading, submission, etc. It's very messy. There was once a student requested to fix the autograder, and then what the Professor/Head TA did was remove the autograder instead of fixing it. I was completely shocked by how they do things in this class.3.Everything the instructor added to the class is completely unreasonable. I spent 90% time trying to understand astronomy and only 10% time understanding the 107 concepts.4.The head TA doesn't respect anonymous posting on ED. If I post something there, they will reply to my post with my name in this. 5.Going to class is meaningless. The lecture is very boring.6.Please choose a good professor if you decide to take this class. I wasted 1/4 of my tuition on this class.",-0.9388,,0.0,128105,Primarily for Graduate Students,Applied Computation,Applied Computation,,Science & Engineering & Applied Science,,Lecture,Systems Development for Computational Science
